CCLE Cell Line Name	Compound	Doses (uM)	Activity Data (median)	EC50 (uM)	IC50 (uM)	ActArea
NCIH1648_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-14,.77,1.56,-8.8,-14,-12,-20,-72	8.198090537	5.590958595	1.4162
NCIH1650_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	5.71,7.97,3.99,.44,13.1,-7.5,-6.3,-49	8.345626676	8.0	0.4834
NCIH1651_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	16.7,13.6,5.16,11.0,4.53,2.59,6.36,-23		8.0	0.2314
NCIH1666_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.0,.44,20.1,21.5,-17,2.36,1.78,-57	8.180402807	7.710957527	0.456
NCIH1693_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	8.98,18.0,19.2,-5.0,13.3,-3.2,-.62,-39	8.684411322	8.0	0.8682
NCIH1694_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-14,46.3,32.5,-12,14.1,-1.6,-17,2.92		8.0	0.308
NCIH1792_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	3.99,5.39,10.4,10.3,5.13,3.11,-.76,-17	8.699085142	8.0	0.1523
NCIH1793_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	8.69,1.63,4.89,-9.1,22.3,27.4,19.5,-30		8.0	0.1586
NCIH1869_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	38.8,39.5,37.5,78.2,9.36,18.7,32.9,-47		8.0	0.4445
NCIH1915_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.1,23.6,4.41,18.7,2.95,15.5,-7.0,-14		8.0	0.1953
NCIH1944_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	10.3,-1.3,16.3,9.36,13.9,-.80,-1.1,6.74		8.0	0.0
NCIH1975_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	1.45,7.53,-1.3,11.7,13.4,5.98,-7.2,-15		8.0	0.07336
NCIH2009_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	8.83,8.69,-1.2,1.46,9.05,-3.5,7.05,-20	8.305358757	8.0	0.237
NCIH2023_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-14,11.3,8.27,2.05,19.3,15.5,-18,-58	2.748748779	4.014651299	0.612
NCIH2030_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-.040,1.03,11.0,12.1,15.0,7.29,2.74,-35	4.508524418	8.0	0.3102
NCIH2052_PLEURA	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	7.19,8.36,-9.7,9.77,-3.3,.95,-8.9,-16		8.0	0.4418
NCIH2085_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-14,-6.2,6.42,14.4,-6.0,-2.4,-19,-42	3.51935482	8.0	0.6032
NCIH2087_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	4.18,2.03,13.5,23.6,13.0,-9.0,-7.7,-70	8.559747605	6.089197159	0.8483
NCIH211_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	9.57,9.66,7.92,1.32,4.42,-15,-20,-64	9.392559458	6.046969891	0.9206
NCIH2122_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	4.40,-3.0,10.7,18.5,-3.3,.34,-20,-54	8.410592695	7.855627537	0.5732
NCIH2170_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	11.6,1.34,22.9,-.57,-.37,8.81,-29,-64	2.523588896	3.32824254	0.9569
NCIH2172_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.2,9.64,2.37,22.9,-18,-3.3,12.5,-36		8.0	0.07936
NCIH2228_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	17.2,9.55,6.66,21.8,17.1,13.7,2.56,-27	3.47710228	8.0	0.2487
NCIH226_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,13.8,-3.2,17.5,-9.7,16.9,-13,-3.5		8.0	0.0
NCIH2286_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	.55,3.84,8.49,20.8,-5.6,-14,-52,-94	2.694330215	2.386837244	2.2442
NCIH23_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	23.2,11.4,-5.7,8.21,13.3,-3.2,.37,-56	8.016330921	7.43892622	0.6261
NCIH2444_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-19,.82,-3.6,6.40,-1.7,-.042,5.49,-1.2		8.0	0.1556
NCIH2452_PLEURA	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	13.8,20.7,29.6,21.6,-3.7,-3.9,-10,-25	0.202767119	8.0	0.2073
NCIH28_PLEURA	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	14.1,9.40,2.13,-4.0,-1.8,.85,-8.9,-24	9.110539318	8.0	0.2426
NCIH322_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	5.36,6.96,2.10,4.03,3.04,-4.3,-13,-31	8.289563817	8.0	0.1888
NCIH3255_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	1.47,-.41,7.27,-1.7,1.84,-12,6.21,-74	8.123379347	7.134063244	0.7838
NCIH358_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	14.8,2.79,15.3,4.40,10.3,7.00,6.54,-49	7.010480881	8.0	0.4732
NCIH441_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	4.04,-1.7,2.22,-5.9,.47,-.29,-2.5,-18		8.0	0.1257
NCIH520_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	11.8,7.03,-10.0,-.32,.045,-10,-16,-15	0.010315252	8.0	0.1169
NCIH522_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	12.7,21.9,13.3,9.94,8.05,-4.5,-4.5,-31	8.384469166	8.0	0.4237
NCIH647_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	29.6,-23,33.3,-16,15.7,-16,27.3,-33		8.0	0.5991
NCIH650_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	15.3,9.12,11.8,2.33,-.86,-4.1,-7.0,-21	8.804893862	8.0	0.1037
NCIH661_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	5.52,-9.2,1.42,4.76,-4.6,-12,-3.9,-38		8.0	0.5492
NCIH727_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-.62,4.93,-1.5,-.95,9.43,10.8,-20,-31		8.0	0.5898
NCIH747_LARGE_INTESTINE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	6.91,11.0,11.1,-2.4,-7.6,14.8,-18,-46	2.684751272	8.0	0.6162
NCIH810_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-.60,-.87,2.35,-11,-4.8,-9.1,-8.3,-54	3.878439665	5.777545452	0.8719
NCIN87_STOMACH	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.2,8.20,-9.7,4.71,-2.2,21.5,-17,-68	3.029248476	3.743279696	1.2436
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.7,-24,-86,-93,-95,-97,-97,-99	0.005450114	0.00760066	5.944
NIHOVCAR3_OVARY	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	10.1,27.4,-.041,27.8,9.10,22.3,11.3,-6.1		8.0	0.07783
NUGC3_STOMACH	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-12,-11,13.6,9.36,-11,-23,-13,-41	8.308522738	8.0	0.5547
NUGC4_STOMACH	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	1.31,13.0,1.50,11.9,12.2,.20,-30,-62	2.466419697	4.356728077	0.8153
OC314_OVARY	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	.89,-.65,4.08,3.04,-.14,-2.2,-3.4,-1.2		8.0	0.03021
OC315_OVARY	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	14.6,2.65,5.10,3.87,8.94,-2.1,.51,-2.8		8.0	0.05129
OC316_OVARY	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	7.07,.47,.77,1.90,-7.2,-6.1,.26,-10		8.0	0.1259
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.0,.44,2.18,1.86,-4.5,-10,-3.9,-76	8.1254617	6.798111916	0.8493
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-.52,6.33,8.60,6.61,-2.3,-10,-35,-51	1.649887204	7.265676975	1.1833
OCUM1_STOMACH	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	10.1,-6.3,8.28,8.56,14.4,-15,-.13,-31		8.0	0.3957
OE21_OESOPHAGUS	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	3.52,.93,10.7,-2.6,15.9,14.5,-20,-79		0.464579643	0.8543
OE33_OESOPHAGUS	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	9.89,18.4,22.5,9.73,-7.8,-8.2,-4.5,-18	0.115451172	8.0	0.1666
ONCODG1_OVARY	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	7.31,.49,5.31,-.84,13.3,-12,-11,-29	8.149492306	8.0	0.6137
ONS76_CENTRAL_NERVOUS_SYSTEM	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	3.19,1.52,7.31,5.17,5.17,.14,2.09,-19	6.594996929	8.0	0.1742
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	27.8,18.9,34.4,-6.5,-7.6,-21,9.41,-7.6		8.0	0.3997
OV90_OVARY	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.5,5.36,23.5,5.54,6.17,-8.7,-13,-60	9.142463603	6.70353508	0.6314
OVCAR4_OVARY	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.4,18.2,14.5,8.82,-3.4,1.12,-.61,-31	8.311750285	8.0	0.2542
OVCAR8_OVARY	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	18.7,11.0,17.4,4.82,5.43,6.78,-17,-53	8.8888785	7.570580006	0.6021
OVMANA_OVARY	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-.51,8.58,-.0048,9.71,2.00,.58,-3.7,-24	8.528664312	8.0	0.2676
OVSAHO_OVARY	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	9.26,-1.8,5.06,8.79,18.5,17.6,35.6,-10		8.0	0.02441
OVTOKO_OVARY	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	1.38,6.61,6.25,7.99,4.46,.93,-4.8,-15		8.0	0.1559
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	1.22,-3.4,8.52,11.9,-7.0,-7.7,-6.3,-46	8.560446626	8.0	0.8608
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	1.50,-.59,-5.8,12.7,-7.6,7.62,.47,-9.2		8.0	0.4948
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	16.7,8.47,-1.8,-6.0,10.5,4.84,-5.4,-19	0.002542614	8.0	0.12
PANC0203_PANCREAS	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	8.60,-8.5,.93,-2.0,13.2,-1.1,-.58,-33	8.226230017	8.0	0.3683
PANC0327_PANCREAS	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.9,3.61,-1.0,9.33,11.3,-5.3,3.88,-6.7		8.0	0.01959
PANC0403_PANCREAS	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	7.59,6.07,13.7,3.78,-1.2,-15,-14,-50	8.387398494	8.0	0.6639
PANC1005_PANCREAS	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	8.18,-4.6,23.1,-.23,19.6,31.6,8.44,-29		8.0	0.2589
PC3_PROSTATE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	7.48,-4.6,1.90,-5.4,-4.8,-.38,9.44,-21	8.081646999	8.0	0.3649
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	42.8,25.8,-5.6,-2.7,-11,-24,-8.0,-12		8.0	0.5337
PK1_PANCREAS	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	5.41,2.55,.68,-.56,-1.8,-4.0,3.97,-20	8.087695179	8.0	0.1723
PK45H_PANCREAS	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	12.3,22.0,-.85,19.8,6.06,19.0,-5.6,-20	2.390664101	8.0	0.221
PK59_PANCREAS	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	1.37,4.52,2.39,1.39,2.37,3.73,-6.1,-40	3.320762873	8.0	0.3275
PL45_PANCREAS	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	8.55,15.2,10.2,-5.0,24.3,13.2,20.0,-25		8.0	0.2333
PLCPRF5_LIVER	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	4.73,-5.8,4.36,-14,.49,-15,12.0,-57	8.140598161	7.693918705	0.8893
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	33.6,-22,-3.1,-6.0,2.59,6.20,-14,-13	0.002542614	8.0	0.3417
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	1.71,7.97,.30,5.11,-3.4,3.82,-23,-49	2.563351631	8.0	0.577
RERFGC1B_STOMACH	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	5.62,4.23,-11,4.89,-.41,16.5,-7.3,2.44		8.0	0.08913
RERFLCAI_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	2.49,7.09,2.04,5.03,15.8,13.0,3.25,-34	3.859427452	8.0	0.3106
RERFLCMS_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.1,-6.6,5.22,-2.8,9.60,.82,7.56,-11		8.0	0.0
RKN_OVARY	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.0,5.44,5.86,6.24,-4.4,-5.0,-23,-46	2.919738531	8.0	0.5959
RKO_LARGE_INTESTINE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	9.62,5.76,-2.2,-4.0,5.72,-5.6,-22,-40	2.500087261	8.0	0.5761
RL952_ENDOMETRIUM	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	4.57,-2.2,12.6,1.81,5.07,26.7,15.0,-50	8.118472541	8.0	0.479
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	7.19,5.87,23.3,11.8,4.09,1.29,-26,-59	1.715039372	8.0	1.0203
RT112_URINARY_TRACT	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	7.20,1.97,-.25,4.28,-1.5,15.6,1.46,-30	4.136828899	8.0	0.2699
RT4_URINARY_TRACT	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.5,9.74,-12,36.5,4.81,8.79,-15,-24		8.0	0.7336
RVH421_SKIN	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	11.2,1.07,3.79,-3.2,-1.4,-2.7,5.02,-11		8.0	0.2469
SAOS2_BONE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	4.98,-4.2,7.96,-.80,-6.2,-19,-13,-72	8.747486905	5.712678432	1.0258
SBC5_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.8,2.95,.75,1.82,-4.2,-8.2,-11,-44	8.635073277	8.0	0.5386
SCABER_URINARY_TRACT	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.6,-1.2,14.6,9.08,5.92,-3.7,-4.4,-28	8.065310905	8.0	0.196
SF126_CENTRAL_NERVOUS_SYSTEM	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	1.20,5.53,-10.0,3.00,4.21,.98,-21,-44	2.548211575	8.0	0.5877
SF295_CENTRAL_NERVOUS_SYSTEM	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	.83,1.06,-1.6,-.56,-7.4,-11,-14,-12		8.0	0.2989
SF8657	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	16.7,17.9,4.75,19.3,2.35,6.45,-22,-46	4.18508482	8.0	0.4608
SH10TC_STOMACH	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	16.2,4.93,13.6,-1.8,7.87,2.21,-13,-50	8.980959486	7.97711277	0.4446
SHP77_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-.47,51.0,-4.1,40.1,-13,6.39,-13,27.3		8.0	0.2396
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	2.05,10.4,21.1,1.54,.70,-43,-55,-88	8.070861379	1.649600863	2.294
SIMA_AUTONOMIC_GANGLIA	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	3.83,-4.3,20.5,34.4,-11,20.2,-15,-38		8.0	1.172
SJRH30_SOFT_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	10.5,11.4,1.41,4.08,-2.7,-5.8,-11,-36	8.292710095	8.0	0.4831
SKBR3_BREAST	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	17.1,18.9,20.7,6.17,13.8,7.10,1.73,-38	8.348594511	8.0	0.3601
SKCO1_LARGE_INTESTINE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	.0085,-3.1,8.68,9.91,8.31,-19,-6.6,-99		0.15920667	1.199
SKES1_BONE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.6,-2.2,-22,-8.1,-2.4,-11,-27,-40	2.293938637	8.0	0.6998
SKHEP1_LIVER	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	3.62,9.61,1.47,3.89,5.86,-10,-4.2,-26	9.326036056	8.0	0.1774
SKLU1_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.1,5.91,6.37,.79,4.04,-3.9,-1.9,6.25		8.0	0.2903
SKMEL2_SKIN	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.7,-2.5,-1.9,-7.2,-10,-3.5,9.24,5.43		8.0	0.7005
SKMEL24_SKIN	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	7.09,-7.6,4.38,1.17,3.31,-7.7,-13,-59	8.29878325	6.903137207	0.5484
SKMEL30_SKIN	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	5.86,1.35,-1.5,-2.2,1.22,-5.5,-14,-33	8.79499711	8.0	0.2941
SKMEL31_SKIN	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	13.0,4.75,2.75,-.92,-5.9,3.68,9.72,-60	8.057313138	7.54642868	0.5639
SKMEL5_SKIN	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	11.1,10.6,3.24,1.19,6.69,5.20,-1.5,-47	5.784722328	8.0	0.4471
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	1.84,10.1,.64,9.27,6.21,1.49,-13,-39	4.023250103	8.0	0.5101
SKNBE2_AUTONOMIC_GANGLIA	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	18.0,22.3,18.2,-5.3,21.3,5.69,-1.5,-49		8.0	0.5456
SKNSH_AUTONOMIC_GANGLIA	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-10,5.03,4.75,.62,-3.2,-11,-18,-84	8.483698154	5.205433846	1.0504
SKOV3_OVARY	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	5.46,18.2,-1.4,32.7,3.15,3.87,-7.7,-7.0		8.0	0.1564
SNGM_ENDOMETRIUM	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-.24,3.55,7.20,2.64,4.14,-4.5,-5.9,-28	8.513591655	8.0	0.3269
SNU1_STOMACH	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	4.96,15.7,-6.0,6.59,1.90,1.27,-18,-45	2.826813221	8.0	0.566
SNU16_STOMACH	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-31,-5.9,20.3,13.4,-6.5,7.67,-18,-81		0.049494644	1.2124
SNU182_LIVER	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	.98,-6.5,6.20,-1.1,3.27,-27,7.64,-4.5		8.0	0.2845
SNU423_LIVER	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.4,.39,1.70,2.41,5.09,-8.9,-.82,-16		8.0	0.08987
SNU449_LIVER	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	3.17,-4.5,-1.3,3.64,1.55,-7.4,-7.8,-35	8.227484421	8.0	0.278
SNUC2A_LARGE_INTESTINE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	.98,13.9,-16,13.3,-4.3,21.4,15.5,-.76		8.0	0.1011
SNUC2B	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.9,-6.1,12.0,-.35,5.83,-32,3.81,-42		8.0	0.8244
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	4.85,-7.9,22.6,-1.6,8.77,-23,-4.0,-18		8.0	0.3176
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	4.20,19.6,22.3,17.2,-13,-10,-27,-67	8.652793069	5.041968346	1.4978
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-15,37.0,-8.8,2.05,45.5,28.4,79.3,-99		0.099240054	1.2999
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	.089,8.07,1.74,7.46,-2.0,-8.3,-27,-62	8.288375457	5.790517807	1.3969
SUIT2_PANCREAS	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	4.57,5.73,5.15,-1.3,4.09,-5.1,-2.8,-7.9		8.0	0.05218
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,-1.2,10.8,.62,-3.6,-8.1,-.050,-28		8.0	0.1514
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.2,1.00,10.8,-4.2,3.09,-15,-12,-12		8.0	0.6136
SW1088_CENTRAL_NERVOUS_SYSTEM	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	9.41,-3.1,1.85,-1.8,.79,21.0,.77,-70		1.020972229	0.6276
SW1271_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	1.67,-3.6,9.40,-1.3,11.3,-12,-15,-44	8.082780261	8.0	0.6314
SW1353_BONE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	4.61,15.7,-1.0,6.21,8.74,23.6,15.2,-12		8.0	0.149
SW1990_PANCREAS	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-.40,8.18,-8.1,5.14,-16,-7.1,-.72,-54	8.252157907	7.833574772	0.7679
SW403_LARGE_INTESTINE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,21.7,-12,24.3,36.4,47.2,18.6,-11		8.0	0.2939
SW48_LARGE_INTESTINE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	8.19,4.68,-6.3,-7.5,6.28,8.99,6.15,-31		8.0	0.3872
SW480_LARGE_INTESTINE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	2.41,15.6,3.46,12.2,7.60,1.79,-7.0,-8.7		8.0	0.09498
SW579_THYROID	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	4.30,4.09,4.57,8.97,-6.8,-24,-49,-55	0.844504833	3.264090061	1.0923
SW620_LARGE_INTESTINE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	14.8,-1.2,18.1,18.1,16.6,14.2,-.48,-24	2.807668686	8.0	0.1627
SW780_URINARY_TRACT	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	6.40,-9.8,5.53,3.07,.56,-1.9,-.80,-17		8.0	0.2467
SW900_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	.41,-2.5,10.9,-9.7,19.7,-6.9,10.3,-14		8.0	0.3543
T24_URINARY_TRACT	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	14.0,20.7,20.2,12.9,17.1,7.92,4.70,-11	8.331194948	8.0	0.1709
T3M10_LUNG	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	3.43,-18,18.0,13.4,-5.0,8.65,15.1,-4.1		8.0	0.0999
T47D_BREAST	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.4,19.0,1.69,13.1,5.68,-8.4,5.64,-50	8.230148804	8.0	0.5094
T84_LARGE_INTESTINE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.7,79.8,30.0,-50,7.69,12.4,43.8,-18		8.0	0.7187
T98G_CENTRAL_NERVOUS_SYSTEM	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	1.43,1.18,4.52,1.20,-7.5,-9.8,-15,-38	8.589080799	8.0	0.4823
TC71_BONE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	.66,-2.6,.85,-2.5,4.65,-3.9,-5.3,4.36		8.0	0.0
TCCSUP_URINARY_TRACT	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.5,-1.7,-.79,.73,.21,-4.3,5.91,-42	8.058427547	8.0	0.3292
TE617T_SOFT_TISSUE	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	13.8,-6.3,14.8,11.6,18.9,13.7,-57,-97	2.187348843	2.358335733	1.5507
TE9_OESOPHAGUS	Nilotinib	.0025,.0080,.025,.080,.25,.80,2.53,8	7.21,16.7,-1.6,6.59,3.37,11.9,4.65,-62	4.781723022	6.083400249	0.6286
